year,AIM/CGE 2.0ADVANCE_2020_1.5C-2100,AIM/CGE 2.0ADVANCE_2020_WB2C,AIM/CGE 2.0ADVANCE_2030_Price1.5C,AIM/CGE 2.0ADVANCE_2030_WB2C,AIM/CGE 2.0SSP1-19,AIM/CGE 2.0SSP2-19,AIM/CGE 2.1CD-LINKS_NPi2020_1000,AIM/CGE 2.1CD-LINKS_NPi2020_400,AIM/CGE 2.1EMF33_WB2C_cost100,AIM/CGE 2.1EMF33_WB2C_full,AIM/CGE 2.1TERL_15D_LowCarbonTransportPolicy,AIM/CGE 2.1TERL_15D_NoTransportPolicy,C-ROADS-5.005Ratchet-1.5-allCDR,C-ROADS-5.005Ratchet-1.5-limCDR,C-ROADS-5.005Ratchet-1.5-limCDR-noOS,C-ROADS-5.005Ratchet-1.5-noCDR,C-ROADS-5.005Ratchet-1.5-noCDR-noOS,GCAM 4.2SSP1-19,GCAM 4.2SSP2-19,GCAM 4.2SSP5-19,IMAGE 3.0.1ADVANCE_2020_1.5C-2100,IMAGE 3.0.1ADVANCE_2020_WB2C,IMAGE 3.0.1ADVANCE_2030_WB2C,IMAGE 3.0.1CD-LINKS_NPi2020_1000,IMAGE 3.0.1CD-LINKS_NPi2020_400,IMAGE 3.0.1IMA15-AGInt,IMAGE 3.0.1IMA15-Def,IMAGE 3.0.1IMA15-Eff,IMAGE 3.0.1IMA15-LiStCh,IMAGE 3.0.1IMA15-LoNCO2,IMAGE 3.0.1IMA15-Pop,IMAGE 3.0.1IMA15-RenElec,IMAGE 3.0.1IMA15-TOT,IMAGE 3.0.1SSP1-19,IMAGE 3.0.2EMF33_WB2C_cost100,IMAGE 3.0.2EMF33_WB2C_full,IMAGE 3.0.2EMF33_WB2C_limbio,IMAGE 3.0.2EMF33_WB2C_nobeccs,IMAGE 3.0.2EMF33_WB2C_nofuel,MERGE-ETL 6.0DAC15_50,MESSAGE-GLOBIOM 1.0ADVANCE_2020_1.5C-2100,MESSAGE-GLOBIOM 1.0ADVANCE_2020_WB2C,MESSAGE-GLOBIOM 1.0ADVANCE_2030_Price1.5C,MESSAGE-GLOBIOM 1.0ADVANCE_2030_WB2C,MESSAGE-GLOBIOM 1.0EMF33_1.5C_cost100,MESSAGE-GLOBIOM 1.0EMF33_1.5C_full,MESSAGE-GLOBIOM 1.0EMF33_WB2C_cost100,MESSAGE-GLOBIOM 1.0EMF33_WB2C_full,MESSAGE-GLOBIOM 1.0EMF33_WB2C_limbio,MESSAGE-GLOBIOM 1.0EMF33_WB2C_nofuel,MESSAGE-GLOBIOM 1.0SSP1-19,MESSAGE-GLOBIOM 1.0SSP2-19,MESSAGEix-GLOBIOM 1.0CD-LINKS_NPi2020_1000,MESSAGEix-GLOBIOM 1.0CD-LINKS_NPi2020_400,POLES ADVANCEADVANCE_2020_1.5C-2100,POLES ADVANCEADVANCE_2020_WB2C,POLES ADVANCEADVANCE_2030_1.5C-2100,POLES ADVANCEADVANCE_2030_Price1.5C,POLES ADVANCEADVANCE_2030_WB2C,POLES CD-LINKSCD-LINKS_NPi2020_1000,POLES CD-LINKSCD-LINKS_NPi2020_400,POLES EMF33EMF33_1.5C_cost100,POLES EMF33EMF33_1.5C_full,POLES EMF33EMF33_1.5C_limbio,POLES EMF33EMF33_1.5C_nofuel,POLES EMF33EMF33_WB2C_cost100,POLES EMF33EMF33_WB2C_full,POLES EMF33EMF33_WB2C_limbio,POLES EMF33EMF33_WB2C_nobeccs,POLES EMF33EMF33_WB2C_nofuel,POLES EMF33EMF33_WB2C_none,REMIND 1.5EMC_Def_100$,REMIND 1.5EMC_LimSW_100$,REMIND 1.5EMC_NucPO_100$,REMIND 1.5EMC_lowEI_100$,REMIND 1.7ADVANCE_2020_1.5C-2100,REMIND 1.7ADVANCE_2020_WB2C,REMIND 1.7ADVANCE_2030_1.5C-2100,REMIND 1.7ADVANCE_2030_Price1.5C,REMIND 1.7ADVANCE_2030_WB2C,REMIND 1.7CEMICS-1.5-CDR12,REMIND 1.7CEMICS-1.5-CDR20,REMIND 1.7CEMICS-1.5-CDR8,REMIND-MAgPIE 1.5SSP1-19,REMIND-MAgPIE 1.5SSP2-19,REMIND-MAgPIE 1.5SSP5-19,REMIND-MAgPIE 1.7-3.0CD-LINKS_NPi2020_1000,REMIND-MAgPIE 1.7-3.0CD-LINKS_NPi2020_400,REMIND-MAgPIE 1.7-3.0EMF33_1.5C_cost100,REMIND-MAgPIE 1.7-3.0EMF33_1.5C_full,REMIND-MAgPIE 1.7-3.0EMF33_1.5C_nofuel,REMIND-MAgPIE 1.7-3.0EMF33_WB2C_cost100,REMIND-MAgPIE 1.7-3.0EMF33_WB2C_full,REMIND-MAgPIE 1.7-3.0EMF33_WB2C_limbio,REMIND-MAgPIE 1.7-3.0EMF33_WB2C_nobeccs,REMIND-MAgPIE 1.7-3.0EMF33_WB2C_nofuel,REMIND-MAgPIE 1.7-3.0EMF33_WB2C_none,REMIND-MAgPIE 1.7-3.0PEP_1p5C_full_NDC,REMIND-MAgPIE 1.7-3.0PEP_1p5C_full_eff,REMIND-MAgPIE 1.7-3.0PEP_1p5C_full_goodpractice,REMIND-MAgPIE 1.7-3.0PEP_1p5C_full_netzero,REMIND-MAgPIE 1.7-3.0PEP_1p5C_red_eff,REMIND-MAgPIE 1.7-3.0SMP_1p5C_Def,REMIND-MAgPIE 1.7-3.0SMP_1p5C_Sust,REMIND-MAgPIE 1.7-3.0SMP_1p5C_early,REMIND-MAgPIE 1.7-3.0SMP_1p5C_lifesty,REMIND-MAgPIE 1.7-3.0SMP_1p5C_regul,REMIND-MAgPIE 1.7-3.0SMP_2C_Sust,REMIND-MAgPIE 1.7-3.0SMP_2C_lifesty,REMIND-MAgPIE 1.7-3.0SMP_2C_regul,WITCH-GLOBIOM 3.1SSP1-19,WITCH-GLOBIOM 3.1SSP4-19,WITCH-GLOBIOM 4.2ADVANCE_2020_1.5C-2100,WITCH-GLOBIOM 4.2ADVANCE_2020_WB2C,WITCH-GLOBIOM 4.2ADVANCE_2030_Price1.5C,WITCH-GLOBIOM 4.2ADVANCE_2030_WB2C,WITCH-GLOBIOM 4.4CD-LINKS_NPi2020_1000,WITCH-GLOBIOM 4.4CD-LINKS_NPi2020_400
2010.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.18301585,-0.18301585,-0.0,-0.0,-2.0783199999999998e-06,-2.0783199999999998e-06,-2.0783199999999998e-06,-2.0783199999999998e-06,-2.0783199999999998e-06,-5.2293100000000004e-09,-5.2293100000000004e-09,-2.172217e-06,-2.172217e-06,-4.055134e-06,-2.172217e-06,-2.172217e-06,-2.172217e-06,-2.172217e-06,-2.172217e-06,-2.172217e-06,-2.172217e-06,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.13041319999999998,-0.1304221,-0.1313891,-0.1313891,-0.13274060000000001,-0.1424815,-0.24510900000000002,-0.14247880000000002,-0.14248349999999999,-0.244556,-0.24580559999999999,-0.14248349999999999,-0.2450949,-7.1539471e-05,-7.1539471e-05,-9.215622e-06,-9.215622e-06,-9.215622e-06,-9.215622e-06,-1.4724513e-05,-1.4724513e-05
2011.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.004539518072,-0.0058840560019999995,-0.00598687145,-8.1170464e-06,-0.00041177195040000003,-0.00041177195040000003,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0048300128469999995,-1.28188e-08,-1.2811400000000001e-08,-7.546909999999999e-09,-0.0,-1.81754e-08,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.21680731,-0.21640163,-0.0,-0.0,-4.2695448200000006e-05,-4.2695448200000006e-05,-4.2695448200000006e-05,-4.2695448200000006e-05,-4.2695448200000006e-05,-1.3965510480000002e-06,-1.3965510480000002e-06,-2.55764665e-05,-2.55682739e-05,-4.4239391300000006e-05,-2.55966159e-05,-2.5576467999999997e-05,-2.55682754e-05,-2.55682754e-05,-2.55682754e-05,-2.55966174e-05,-2.55966174e-05,-0.01035690002,-0.01169680023,-0.01217429962,-0.01055490036,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.98e-06,-3.08e-05,-1.6800000000000002e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.12580492,-0.12496316,-0.13147230000000001,-0.13299070000000002,-0.1270824,-0.16762954000000002,-0.23169876,-0.1672365,-0.15763354,-0.24479824,-0.22671532,-0.13998512,-0.22613618,-0.0103338104439,-0.008761312674899999,-0.0063438604496,-0.0063438604496,-0.0063438604496,-0.0063438604496,-1.2368498400000001e-05,-1.2368498400000001e-05
2012.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.009079036144,-0.011768112003999999,-0.0119737429,-1.62340928e-05,-0.0008235439008000001,-0.0008235439008000001,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.009660025693999999,-2.56376e-08,-2.5622800000000003e-08,-1.5093819999999998e-08,-0.0,-3.63508e-08,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.25059877,-0.24978741,-0.0,-0.0,-8.33125764e-05,-8.33125764e-05,-8.33125764e-05,-8.33125764e-05,-8.33125764e-05,-2.787872786e-06,-2.787872786e-06,-4.8980715999999994e-05,-4.8964330799999996e-05,-8.442364860000002e-05,-4.90210148e-05,-4.8980718999999995e-05,-4.89643338e-05,-4.89643338e-05,-4.89643338e-05,-4.9021017799999996e-05,-4.9021017799999996e-05,-0.02071380004,-0.02339360046,-0.02434859924,-0.02110980072,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.196e-05,-6.16e-05,-3.3600000000000004e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.12119664,-0.11950422000000001,-0.13155550000000002,-0.1345923,-0.1214242,-0.19277758,-0.21828852,-0.19199419999999998,-0.17278358,-0.24504048,-0.20762504,-0.13748674,-0.20717746,-0.020596081416800003,-0.0174510858788,-0.012678505277199999,-0.012678505277199999,-0.012678505277199999,-0.012678505277199999,-1.0012483799999999e-05,-1.0012483799999999e-05
2013.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.013618554215999999,-0.017652168005999995,-0.01796061435,-2.4351139199999998e-05,-0.0012353158512000003,-0.0012353158512000003,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.014490038541,-3.84564e-08,-3.84342e-08,-2.2640729999999997e-08,-0.0,-5.4526200000000006e-08,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.28439022999999997,-0.28317318999999996,-0.0,-0.0,-0.0001239297046,-0.0001239297046,-0.0001239297046,-0.0001239297046,-0.0001239297046,-4.179194524000001e-06,-4.179194524000001e-06,-7.23849655e-05,-7.23603877e-05,-0.00012460790590000003,-7.24454137e-05,-7.238496999999999e-05,-7.23603922e-05,-7.23603922e-05,-7.23603922e-05,-7.24454182e-05,-7.24454182e-05,-0.031070700060000005,-0.03509040069,-0.03652289886000001,-0.03166470108,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.794e-05,-9.240000000000001e-05,-5.0400000000000005e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.11658835999999999,-0.11404527999999998,-0.1316387,-0.1361939,-0.11576600000000001,-0.21792562000000001,-0.20487828,-0.21675189999999997,-0.18793362,-0.24528271999999998,-0.18853476,-0.13498836,-0.18821874,-0.030858352389700007,-0.026140859082700002,-0.019013150104799998,-0.019013150104799998,-0.019013150104799998,-0.019013150104799998,-7.656469199999999e-06,-7.656469199999999e-06
2014.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.018158072288,-0.023536224007999998,-0.0239474858,-3.24681856e-05,-0.0016470878016000001,-0.0016470878016000001,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.019320051387999998,-5.12752e-08,-5.1245600000000006e-08,-3.0187639999999996e-08,-0.0,-7.27016e-08,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.31818169,-0.31655897,-0.0,-0.0,-0.0001645468328,-0.0001645468328,-0.0001645468328,-0.0001645468328,-0.0001645468328,-5.570516262000001e-06,-5.570516262000001e-06,-9.5789215e-05,-9.57564446e-05,-0.0001647921632,-9.586981260000001e-05,-9.5789221e-05,-9.57564506e-05,-9.57564506e-05,-9.57564506e-05,-9.58698186e-05,-9.58698186e-05,-0.04142760008,-0.04678720092,-0.04869719848,-0.04221960144,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.392e-05,-0.0001232,-6.720000000000001e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.11198007999999998,-0.10858633999999999,-0.1317219,-0.13779550000000002,-0.11010779999999999,-0.24307366000000002,-0.19146803999999998,-0.2415096,-0.20308366,-0.24552496,-0.16944448,-0.13248998,-0.16926002,-0.04112062336260001,-0.0348306322866,-0.0253477949324,-0.0253477949324,-0.0253477949324,-0.0253477949324,-5.300454599999999e-06,-5.300454599999999e-06
2015.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.02269759036,-0.029420280009999997,-0.029934357250000005,-4.0585232e-05,-0.002058859752,-0.002058859752,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024150064234999997,-6.4094e-08,-6.4057e-08,-3.773455e-08,-0.0,-9.0877e-08,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.35197314999999996,-0.34994475,-0.0,-0.0,-0.000205163961,-0.000205163961,-0.000205163961,-0.000205163961,-0.000205163961,-6.961838000000001e-06,-6.961838000000001e-06,-0.0001191934645,-0.0001191525015,-0.0002049764205,-0.00011929421150000001,-0.00011919347199999999,-0.000119152509,-0.000119152509,-0.000119152509,-0.000119294219,-0.000119294219,-0.051784500100000005,-0.058484001150000006,-0.060871498100000004,-0.0527745018,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2.99e-05,-0.000154,-8.400000000000002e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.10737179999999999,-0.1031274,-0.1318051,-0.1393971,-0.1044496,-0.2682217,-0.1780578,-0.2662673,-0.2182337,-0.2457672,-0.1503542,-0.1299916,-0.1503013,-0.05138289433550001,-0.04352040549050001,-0.03168243976,-0.03168243976,-0.03168243976,-0.03168243976,-2.94444e-06,-2.94444e-06
2016.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0064776799999999995,-0.0060726999999999995,-0.019432679999999997,-0.0023059599999999997,-0.0023059599999999997,-0.027237108431999998,-0.03530433601199999,-0.0359212287,-6.315641839999999e-05,-0.0035670419348,-0.0035642136136000003,-0.0,-0.0,-1.4485939999999998e-18,-3.73115728e-05,-1.422674e-18,-1.028272e-17,-1.4485939999999998e-18,-1.4448699999999997e-18,-1.465238e-18,-9.67722e-19,-0.028980077082,-7.69128e-08,-7.68684e-08,-4.5281459999999995e-08,-0.0,-1.0905240000000001e-07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.38576460999999995,-0.38333052999999995,-0.0,-0.0,-0.0002577233278,-0.0002577218564,-0.0002577218564,-0.0002577218564,-0.0002577218564,-7.929542119999999e-05,-7.929542119999999e-05,-0.000142597714,-0.0001425485584,-0.0002451606778,-0.0001427186104,-0.000142597723,-0.0001425485674,-0.0001425485674,-0.0001425485674,-0.0001427186194,-0.0001427186194,-0.06214140012000001,-0.07018080138,-0.07304579772000001,-0.06332940216,-1.056e-05,-1.056e-05,-1.056e-05,-1.056e-05,-1.056e-05,-0.0,-0.0,-0.0,-3.588e-05,-0.00018480000000000002,-0.00010080000000000001,-0.00031382,-0.00031382,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.10710059999999999,-0.1082692,-0.14598946000000002,-0.15603068,-0.1589004,-0.32570734,-0.18692115999999998,-0.33376046,-0.26117107999999994,-0.30027795999999995,-0.15754832,-0.14569582,-0.16603363999999998,-0.06164516530840001,-0.0522101786944,-0.042958957992,-0.042958957992,-0.042958957992,-0.042958957992,-4.196234800000001e-06,-4.196234800000001e-06
2017.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.012955359999999999,-0.012145399999999999,-0.038865359999999995,-0.004611919999999999,-0.004611919999999999,-0.031776626504,-0.04118839201399999,-0.04190810015,-8.57276048e-05,-0.0050752241176,-0.0050695674752000005,-0.0,-0.0,-2.8971879999999996e-18,-7.46231456e-05,-2.845348e-18,-2.056544e-17,-2.8971879999999996e-18,-2.8897399999999995e-18,-2.930476e-18,-1.935444e-18,-0.033810089929,-8.97316e-08,-8.967980000000001e-08,-5.2828369999999994e-08,-0.0,-1.2722780000000002e-07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.41955607,-0.41671631,-0.0,-0.0,-0.0003102826946,-0.0003102797518,-0.0003102797518,-0.0003102797518,-0.0003102797518,-0.0001516290044,-0.0001516290044,-0.00016600196349999998,-0.0001659446153,-0.0002853449351,-0.0001661430093,-0.000166001974,-0.0001659446258,-0.0001659446258,-0.0001659446258,-0.00016614301980000002,-0.00016614301980000002,-0.07249830014000001,-0.08187760161,-0.08522009734000001,-0.07388430251999999,-2.112e-05,-2.112e-05,-2.112e-05,-2.112e-05,-2.112e-05,-0.0,-0.0,-0.0,-4.186e-05,-0.0002156,-0.00011760000000000001,-0.00062764,-0.00062764,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.10682939999999999,-0.11341099999999998,-0.16017382,-0.17266425999999999,-0.2133512,-0.38319297999999996,-0.19578452000000002,-0.40125362000000003,-0.30410846,-0.35478872,-0.16474244,-0.16140004,-0.18176598000000002,-0.0719074362813,-0.0608999518983,-0.054235476224,-0.054235476224,-0.054235476224,-0.054235476224,-5.4480296e-06,-5.4480296e-06
2018.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.01943304,-0.0182181,-0.058298039999999995,-0.0069178799999999995,-0.0069178799999999995,-0.036316144576,-0.047072448015999996,-0.0478949716,-0.00010829879119999999,-0.0065834063004,-0.006574921336800001,-0.0,-0.0,-4.345781999999999e-18,-0.0001119347184,-4.268022e-18,-3.0848159999999997e-17,-4.345781999999999e-18,-4.334609999999999e-18,-4.3957140000000005e-18,-2.9031659999999997e-18,-0.038640102775999996,-1.025504e-07,-1.0249120000000001e-07,-6.037527999999999e-08,-0.0,-1.454032e-07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.45334752999999994,-0.45010208999999995,-0.0,-0.0,-0.0003628420614,-0.00036283764719999994,-0.00036283764719999994,-0.00036283764719999994,-0.00036283764719999994,-0.00022396258759999998,-0.00022396258759999998,-0.000189406213,-0.0001893406722,-0.00032552919240000003,-0.0001895674082,-0.00018940622499999998,-0.0001893406842,-0.0001893406842,-0.0001893406842,-0.0001895674202,-0.0001895674202,-0.08285520016,-0.09357440184,-0.09739439696,-0.08443920288,-3.168e-05,-3.168e-05,-3.168e-05,-3.168e-05,-3.168e-05,-0.0,-0.0,-0.0,-4.784e-05,-0.0002464,-0.00013440000000000001,-0.00094146,-0.00094146,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.1065582,-0.1185528,-0.17435818,-0.18929784,-0.267802,-0.44067861999999997,-0.20464788,-0.46874678,-0.34704584,-0.40929947999999994,-0.17193656,-0.17710425999999999,-0.19749831999999998,-0.0821697072542,-0.06958972510219999,-0.06551199445599999,-0.06551199445599999,-0.06551199445599999,-0.06551199445599999,-6.6998244e-06,-6.6998244e-06
2019.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.025910719999999998,-0.024290799999999998,-0.07773071999999999,-0.009223839999999999,-0.009223839999999999,-0.040855662648,-0.052956504018,-0.05388184305000001,-0.00013086997759999999,-0.0080915884832,-0.008080275198400001,-0.0,-0.0,-5.794375999999999e-18,-0.0001492462912,-5.690696e-18,-4.113088e-17,-5.794375999999999e-18,-5.779479999999999e-18,-5.860952e-18,-3.870888e-18,-0.043470115622999995,-1.153692e-07,-1.153026e-07,-6.792218999999999e-08,-0.0,-1.6357860000000002e-07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.48713898999999994,-0.48348787,-0.0,-0.0,-0.00041540142819999996,-0.00041539554259999997,-0.00041539554259999997,-0.00041539554259999997,-0.00041539554259999997,-0.0002962961708,-0.0002962961708,-0.00021281046249999999,-0.00021273672909999998,-0.0003657134497000001,-0.0002129918071,-0.00021281047599999996,-0.0002127367426,-0.0002127367426,-0.0002127367426,-0.0002129918206,-0.0002129918206,-0.09321210018000001,-0.10527120207000001,-0.10956869658000001,-0.09499410324,-4.224e-05,-4.224e-05,-4.224e-05,-4.224e-05,-4.224e-05,-0.0,-0.0,-0.0,-5.382e-05,-0.0002772,-0.00015120000000000002,-0.00125528,-0.00125528,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.106287,-0.12369459999999999,-0.18854254,-0.20593142,-0.3222527999999999,-0.49816425999999997,-0.21351124,-0.5362399400000001,-0.38998322,-0.46381024000000004,-0.17913068000000001,-0.19280848,-0.21323066,-0.0924319782271,-0.0782794983061,-0.076788512688,-0.076788512688,-0.076788512688,-0.076788512688,-7.9516192e-06,-7.9516192e-06
2020.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0323884,-0.030363499999999998,-0.0971634,-0.0115298,-0.0115298,-0.04539518072,-0.058840560019999995,-0.0598687145,-0.00015344116399999998,-0.009599770665999999,-0.00958562906,-0.0,-0.0,-7.24297e-18,-0.000186557864,-7.11337e-18,-5.141359999999999e-17,-7.24297e-18,-7.22435e-18,-7.32619e-18,-4.83861e-18,-0.048300128469999995,-1.28188e-07,-1.28114e-07,-7.54691e-08,-0.0,-1.81754e-07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.5209304499999999,-0.51687365,-0.0,-0.0,-0.000467960795,-0.00046795343799999994,-0.00046795343799999994,-0.00046795343799999994,-0.00046795343799999994,-0.00036862975399999995,-0.00036862975399999995,-0.000236214712,-0.000236132786,-0.00040589770700000006,-0.00023641620600000002,-0.000236214727,-0.000236132801,-0.000236132801,-0.000236132801,-0.00023641622100000002,-0.00023641622100000002,-0.10356900020000001,-0.11696800230000001,-0.12174299620000001,-0.1055490036,-5.28e-05,-5.28e-05,-5.28e-05,-5.28e-05,-5.28e-05,-0.0,-0.0,-0.0,-5.98e-05,-0.000308,-0.00016800000000000002,-0.0015691,-0.0015691,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.1060158,-0.1288364,-0.2027269,-0.22256499999999999,-0.37670359999999997,-0.5556499,-0.22237459999999998,-0.6037331,-0.4329206,-0.518321,-0.1863248,-0.2085127,-0.228963,-0.1026942492,-0.08696927151,-0.08806503092,-0.08806503092,-0.08806503092,-0.08806503092,-9.203414e-06,-9.203414e-06
2021.0,-0.00015106,-0.0,-5.22e-05,-4.782e-05,-0.0005652599999999999,-0.011023489999999999,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.42279992,-0.10038219999999999,-0.32122271999999996,-0.020567259999999997,-0.020567259999999997,-0.088230612148,-0.137811201558,-0.23129999395,-0.0007555865225999999,-0.0168154687288,-0.010400418914,-1.3674920000000001e-07,-4.2328354999999996e-05,-1.3143520005794375e-08,-0.028611632011199997,-0.0051141997520000055,-3.5267800411308803e-09,-5.725900005794376e-09,-2.6058200005779486e-08,-2.671720000586095e-08,-7.7552203870888e-11,-0.14362751392300002,-0.0032106646682000008,-0.0116018551126,-0.012341738312190003,-0.0,-0.027454461388600006,-0.008309999999999998,-0.006310333333,-0.006323533333,-0.0022946,-0.0022946,-0.01669362429,-0.01835484419,-0.008830685913,-0.014659032019999997,-0.015479973509999998,-0.014541048530000001,-0.62417425333,-0.572787008333,-0.01207775478,-0.015332677369999999,-0.0007822596556,-0.0006253042564,-0.0005525887665999999,-0.0005525840446,-0.0005525840446,-0.000522367597,-0.0006833166364000001,-0.00026275497799999997,-0.000299083339,-0.00039238669300000004,-0.0002435485857,-0.00035372001810000004,-0.0003520452444,-0.00036600484290000003,-0.0003770260278,-0.00033944172890000004,-0.00037864011559999997,-0.30653141168000003,-0.34693489836999997,-0.36886879428,-0.31161500163999994,-0.01516264,-0.004147700000000001,-0.00042266,-0.00042266,-0.00042266,-0.020562859999999995,-0.009344380000000001,-0.08947746,-0.04245382,-0.10027720000000001,-0.059151199999999994,-0.0057370599999999996,-0.017110059999999996,-0.01020492,-0.01868846,-0.027083760000000002,-0.00086516,-0.00391396,-0.014801640000000001,-0.0,-0.006808,-0.0,-0.13825784000000002,-0.19211611999999997,-0.23723465999999999,-0.25468954000000005,-0.6096186,-0.7391692799999999,-0.44219748000000003,-0.8030652,-0.62794548,-0.87875786,-0.26346105999999997,-0.27672108,-0.33659618,-0.21632375918,-0.19985272485900002,-0.142213086036,-0.142213086036,-0.127795342936,-0.127795342936,-0.034029111111199994,-0.034029162451199996
