,year,64,530,996,1229,12577,13542,17614,18003,19567,19772,20812,21224,23175,23298,23421,23544,23667,23929,24949,27411,29154,29668,30182,31611,31994,32394,32839,33284,33729,34174,34619,35064,35509,35940,42084,42302,42520,42738,42956,44293,46739,47265,47791,48054,49095,49302,50958,51165,51372,51579,52626,53691,56222,56605,57256,57754,58003,58501,58750,60144,60525,60893,61111,61329,61547,63291,63509,63727,63945,64163,64381,65473,65802,66131,66460,66787,67205,67414,67832,68035,68904,69327,69750,71836,72851,74069,75665,76032,76393,76590,76787,78361,78558,78755,78952,79149,79346,80378,80838,81298,81758,82218,86358,86818,87278,87738,88198,89118,90038,90498,92017,94436,96166,96604,97042,97261,98516,98885
9,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016689359999999998,0.0016689359999999998,0.0016689359999999998,0.0016689359999999998,0.0016689359999999998,5.29e-06,5.29e-06,0.0017542736,0.0017542736,0.0032630872,0.0017542736,0.0017542736,0.0017542736,0.0017542736,0.0017542736,0.0017542736,0.0017542736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0762613024,0.0762613024,0.007557612,0.007557612,0.007557612,0.007557612,0.011971895,0.011971895
10,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00207832,0.00207832,0.00207832,0.00207832,0.00207832,5.23e-06,5.23e-06,0.002172217,0.002172217,0.004055134,0.002172217,0.002172217,0.002172217,0.002172217,0.002172217,0.002172217,0.002172217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071539471,0.071539471,0.009215622,0.009215622,0.009215622,0.009215622,0.014724513,0.014724513
11,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.539518072,5.8840560019999995,5.986871450000001,0.0081170464,0.41177195040000003,0.41177195040000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.830012847,1.28188e-05,1.28114e-05,7.5500000000000006e-06,0.0,1.8175400000000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04269544820000001,0.04269544820000001,0.04269544820000001,0.04269544820000001,0.04269544820000001,0.0013965516,0.0013965516,0.0255764665,0.0255682739,0.04423939130000001,0.0255966159,0.025576467999999998,0.0255682754,0.0255682754,0.0255682754,0.0255966174,0.0255966174,10.356900020000001,11.696800230000001,12.174299620000001,10.55490036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00598,0.0308,0.016800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.333810443900001,8.7613126749,6.3438604496,6.3438604496,6.3438604496,6.3438604496,0.0123684984,0.0123684984
12,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.079036144,11.768112003999999,11.973742900000001,0.0162340928,0.8235439008000001,0.8235439008000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.660025694,2.56376e-05,2.56228e-05,1.5100000000000001e-05,0.0,3.6350800000000004e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833125764,0.0833125764,0.0833125764,0.0833125764,0.0833125764,0.0027878732000000002,0.0027878732000000002,0.048980715999999994,0.0489643308,0.08442364860000001,0.0490210148,0.04898071899999999,0.048964333799999996,0.048964333799999996,0.048964333799999996,0.0490210178,0.0490210178,20.713800040000002,23.393600460000002,24.348599240000002,21.10980072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01196,0.0616,0.033600000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.596081416800004,17.4510858788,12.6785052772,12.6785052772,12.6785052772,12.6785052772,0.0100124838,0.0100124838
13,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.618554216,17.652168005999997,17.96061435,0.024351139199999997,1.2353158512000002,1.2353158512000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.490038541,3.84564e-05,3.8434200000000005e-05,2.265e-05,0.0,5.4526200000000007e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12392970460000001,0.12392970460000001,0.12392970460000001,0.12392970460000001,0.12392970460000001,0.0041791948,0.0041791948,0.0723849655,0.0723603877,0.12460790590000002,0.0724454137,0.07238496999999999,0.0723603922,0.0723603922,0.0723603922,0.0724454182,0.0724454182,31.070700060000004,35.09040069,36.522898860000005,31.66470108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01794,0.09240000000000001,0.05040000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.858352389700006,26.1408590827,19.013150104799998,19.013150104799998,19.013150104799998,19.013150104799998,0.007656469199999999,0.007656469199999999
14,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.158072288,23.536224007999998,23.947485800000003,0.0324681856,1.6470878016000001,1.6470878016000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.320051388,5.12752e-05,5.12456e-05,3.0200000000000002e-05,0.0,7.270160000000001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16454683280000001,0.16454683280000001,0.16454683280000001,0.16454683280000001,0.16454683280000001,0.0055705164,0.0055705164,0.095789215,0.0957564446,0.1647921632,0.0958698126,0.095789221,0.0957564506,0.0957564506,0.0957564506,0.0958698186,0.0958698186,41.427600080000005,46.787200920000004,48.697198480000004,42.21960144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02392,0.1232,0.06720000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.12062336260001,34.8306322866,25.3477949324,25.3477949324,25.3477949324,25.3477949324,0.005300454599999999,0.005300454599999999
15,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.69759036,29.42028001,29.934357250000005,0.040585232,2.058859752,2.058859752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.150064235,6.4094e-05,6.4057e-05,3.775e-05,0.0,9.0877e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205163961,0.205163961,0.205163961,0.205163961,0.205163961,0.006961838000000001,0.006961838000000001,0.1191934645,0.11915250150000001,0.2049764205,0.11929421150000001,0.119193472,0.119152509,0.119152509,0.119152509,0.119294219,0.119294219,51.7845001,58.484001150000005,60.871498100000004,52.774501799999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0299,0.154,0.08400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.382894335500005,43.5204054905,31.68243976,31.68243976,31.68243976,31.68243976,0.00294444,0.00294444
16,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.237108432,35.30433601199999,35.9212287,0.0631564184,3.5670419347999998,3.5642136136,0.0,0.0,1.4480000000000003e-15,0.0373115728,1.4219999999999998e-15,1.028e-14,1.4480000000000003e-15,1.444e-15,1.4660000000000002e-15,9.68e-16,28.980077082,7.69128e-05,7.686840000000001e-05,4.53e-05,0.0,0.00010905240000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2577233278,0.2577218564,0.2577218564,0.2577218564,0.2577218564,0.0792954212,0.0792954212,0.142597714,0.1425485584,0.24516067780000003,0.1427186104,0.14259772299999998,0.1425485674,0.1425485674,0.1425485674,0.1427186194,0.1427186194,62.14140012000001,70.18080138,73.04579772000001,63.32940216,0.01056,0.01056,0.01056,0.01056,0.01056,0.0,0.0,0.0,0.03588,0.18480000000000002,0.10080000000000001,0.31382,0.31382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25898,0.39760000000000006,0.30247999999999997,0.39760000000000006,0.39760000000000006,3.0415400000000004,2.89736,9.27616,1.5717599999999998,2.85128,0.3211,0.3295,0.646,61.64516530840001,52.2101786944,42.958957992,42.958957992,42.958957992,42.958957992,0.0041962348,0.0041962348
17,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.776626504,41.188392013999994,41.90810015,0.0857276048,5.0752241175999995,5.0695674752,0.0,0.0,2.8960000000000005e-15,0.0746231456,2.8439999999999997e-15,2.056e-14,2.8960000000000005e-15,2.888e-15,2.9320000000000003e-15,1.936e-15,33.810089929,8.97316e-05,8.967980000000001e-05,5.2850000000000004e-05,0.0,0.00012722780000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3102826946,0.3102797518,0.3102797518,0.3102797518,0.3102797518,0.1516290044,0.1516290044,0.1660019635,0.16594461530000001,0.28534493510000003,0.1661430093,0.166001974,0.1659446258,0.1659446258,0.1659446258,0.1661430198,0.1661430198,72.49830014000001,81.87760161,85.22009734000001,73.88430251999999,0.02112,0.02112,0.02112,0.02112,0.02112,0.0,0.0,0.0,0.04186,0.2156,0.11760000000000001,0.62764,0.62764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51796,0.7952000000000001,0.6049599999999999,0.7952000000000001,0.7952000000000001,6.083080000000001,5.79472,18.55232,3.1435199999999996,5.70256,0.6422,0.659,1.292,71.90743628130001,60.899951898299996,54.235476223999996,54.235476223999996,54.235476223999996,54.235476223999996,0.0054480296,0.0054480296
18,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.316144576,47.072448015999996,47.894971600000005,0.1082987912,6.5834063004,6.574921336800001,0.0,0.0,4.344000000000001e-15,0.1119347184,4.2659999999999995e-15,3.084e-14,4.344000000000001e-15,4.332e-15,4.398000000000001e-15,2.904e-15,38.640102776,0.0001025504,0.0001024912,6.0400000000000004e-05,0.0,0.00014540320000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36284206139999997,0.36283764719999995,0.36283764719999995,0.36283764719999995,0.36283764719999995,0.22396258759999998,0.22396258759999998,0.189406213,0.1893406722,0.32552919240000006,0.1895674082,0.18940622499999998,0.1893406842,0.1893406842,0.1893406842,0.1895674202,0.1895674202,82.85520016000001,93.57440184000001,97.39439696000001,84.43920288,0.03168,0.03168,0.03168,0.03168,0.03168,0.0,0.0,0.0,0.04784,0.2464,0.13440000000000002,0.94146,0.94146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77694,1.1928,0.9074399999999999,1.1928,1.1928,9.12462,8.69208,27.828480000000003,4.71528,8.553840000000001,0.9633,0.9885,1.9380000000000002,82.1697072542,69.58972510219999,65.511994456,65.511994456,65.511994456,65.511994456,0.0066998244,0.0066998244
19,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.855662648,52.956504018,53.88184305000001,0.1308699776,8.091588483199999,8.0802751984,0.0,0.0,5.792000000000001e-15,0.1492462912,5.687999999999999e-15,4.112e-14,5.792000000000001e-15,5.776e-15,5.864000000000001e-15,3.872e-15,43.470115623,0.0001153692,0.0001153026,6.795e-05,0.0,0.0001635786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4154014282,0.41539554259999995,0.41539554259999995,0.41539554259999995,0.41539554259999995,0.2962961708,0.2962961708,0.2128104625,0.2127367291,0.3657134497000001,0.2129918071,0.21281047599999997,0.2127367426,0.2127367426,0.2127367426,0.2129918206,0.2129918206,93.21210018000001,105.27120207000002,109.56869658000001,94.99410324,0.04224,0.04224,0.04224,0.04224,0.04224,0.0,0.0,0.0,0.05382,0.2772,0.15120000000000003,1.25528,1.25528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03592,1.5904000000000003,1.2099199999999999,1.5904000000000003,1.5904000000000003,12.166160000000001,11.58944,37.10464,6.287039999999999,11.40512,1.2844,1.318,2.584,92.4319782271,78.2794983061,76.788512688,76.788512688,76.788512688,76.788512688,0.007951619200000001,0.007951619200000001
20,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.39518072,58.84056002,59.8687145,0.153441164,9.599770666,9.58562906,0.0,0.0,7.240000000000001e-15,0.186557864,7.109999999999999e-15,5.14e-14,7.240000000000001e-15,7.22e-15,7.33e-15,4.84e-15,48.30012847,0.000128188,0.000128114,7.55e-05,0.0,0.000181754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467960795,0.46795343799999994,0.46795343799999994,0.46795343799999994,0.46795343799999994,0.368629754,0.368629754,0.236214712,0.236132786,0.40589770700000005,0.23641620600000002,0.23621472699999999,0.236132801,0.236132801,0.236132801,0.236416221,0.236416221,103.5690002,116.96800230000001,121.74299620000001,105.54900359999999,0.0528,0.0528,0.0528,0.0528,0.0528,0.0,0.0,0.0,0.0598,0.308,0.168,1.5691,1.5691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2949,1.9880000000000002,1.5124,1.9880000000000002,1.9880000000000002,15.2077,14.4868,46.3808,7.8588,14.2564,1.6055,1.6475,3.23,102.6942492,86.96927151,88.06503092,88.06503092,88.06503092,88.06503092,0.009203414,0.009203414
21,2021,0.15106,0.0,0.0522,0.04782,0.56526,11.023489999999999,0.0,0.0,0.0,0.0,0.0,0.0,197.2372,0.0,0.0,0.0,0.0,88.230612148,137.811201558,231.29999395000002,0.7555865225999999,16.8154687288,10.400418914000001,0.00013674920000000002,0.042328355,1.3140000005791999e-05,28.611632011199998,5.1141997520000055,3.5200000411200007e-06,5.7200000057920006e-06,2.6058200005776003e-05,2.6717200005863998e-05,7.760000387199999e-08,143.627513923,3.2106646682000006,11.6018551126,12.341738340000001,0.0,27.454461388600006,8.309999999999999,6.310333333,6.323533333,2.2946,2.2946,16.69362429,18.35484419,8.830685913,14.659032019999998,15.479973509999999,14.541048530000001,52.75343333000001,6.741533333,12.07775478,15.332677369999999,0.7822596556,0.6253042564,0.5525887665999999,0.5525840446,0.5525840446,0.522367597,0.6833166364000001,0.262754978,0.299083339,0.39238669300000006,0.24354858570000001,0.35372001810000003,0.3520452444,0.3660048429,0.3770260278,0.3394417289,0.3786401156,306.53141168,346.93489837,368.86879428000003,311.61500163999995,15.16264,4.1477,0.42266,0.42266,0.42266,19.654339999999998,8.86842,26.62912,42.45382,100.27720000000001,59.151199999999996,5.73706,17.110059999999997,10.20492,18.68846,27.08376,0.86516,3.9139600000000003,14.80164,0.0,6.808,0.0,1.56952,14.187999999999999,1.9096199999999999,2.64366,48.6867,33.0382,30.419719999999998,98.05951999999999,17.32418,31.69034,3.75162,3.9061999999999997,7.277620000000001,216.32375918,199.852724859,142.213086036,142.213086036,127.795342936,127.795342936,34.029111111199995,34.029162451199994
22,2022,0.30212,0.0,0.1044,0.09564,1.13052,22.046979999999998,0.0,0.0,0.0,0.0,0.0,0.0,394.4744,0.0,0.0,0.0,0.0,131.06604357600003,216.78184309600002,402.7312734,1.3577318811999999,24.0311667916,11.215208768,0.00027349840000000003,0.08465671,2.6280000004343997e-05,57.036706158399994,10.228399504000004,7.040000030840001e-06,1.1440000004344002e-05,5.2116400004332006e-05,5.3434400004397996e-05,1.5520000290399998e-07,238.95489937600001,6.421201148400001,23.203582111199996,24.683401180000004,0.0,54.908741023200015,16.619999999999997,12.620666666,12.647066666,4.5892,4.5892,33.38724858,36.70968838,17.661371826,29.318064039999996,30.959947019999998,29.082097060000002,105.50686666000001,13.483066666,24.15550956,30.665354739999998,1.0965585162,0.7826550748,0.6372240951999999,0.6372146512,0.6372146512,0.67610544,0.9980035188,0.289295244,0.362033892,0.378875679,0.2506809654,0.47122530920000005,0.4679576878,0.4958768848,0.5179192546,0.4424672368,0.5208640102,509.49382316,576.90179444,615.9945923600001,517.68099968,30.27248,8.2426,0.7925199999999999,0.7925199999999999,0.7925199999999999,39.308679999999995,17.73684,53.25824,84.84783999999999,200.2464,118.1344,9.90502,32.651019999999995,20.40984,37.37692,54.16752,1.73032,7.827920000000001,29.60328,0.0,13.616,0.0,1.84414,26.387999999999998,2.3068400000000002,3.29932,95.3854,50.868700000000004,46.35264,149.73824,26.789559999999998,49.12428,5.897740000000001,6.164899999999999,11.32524,329.95326916,312.736178208,196.36114115200002,196.36114115200002,167.525654952,167.525654952,68.04901880839999,68.04912148839999
