,year,64,530,996,1229,12577,13542,17614,18003,19567,19772,20812,21224,23175,23298,23421,23544,23667,23929,24949,27411,29154,29668,30182,31611,31994,32394,32839,33284,33729,34174,34619,35064,35509,35940,42084,42302,42520,42738,42956,44293,46739,47265,47791,48054,49095,49302,50958,51165,51372,51579,52626,53691,56222,56605,57256,57754,58003,58501,58750,60144,60525,60893,61111,61329,61547,63291,63509,63727,63945,64163,64381,65473,65802,66131,66460,66787,67205,67414,67832,68035,68904,69327,69750,71836,72851,74069,75665,76032,76393,76590,76787,78361,78558,78755,78952,79149,79346,80378,80838,81298,81758,82218,86358,86818,87278,87738,88198,89118,90038,90498,92017,94436,96166,96604,97042,97261,98516,98885
0,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,3.3e-05,3.3e-05,3.3e-05,3.3e-05,3.3e-05,3.3e-05,3.3e-05,3.3e-05,3.3e-05,3.3e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,4.29e-05,4.29e-05,4.538e-05,4.29e-05,4.29e-05,4.29e-05,4.29e-05,4.29e-05,4.29e-05,4.29e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,5.28e-05,5.28e-05,5.776e-05,5.28e-05,5.28e-05,5.28e-05,5.28e-05,5.28e-05,5.28e-05,5.28e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,6.27e-05,6.27e-05,7.014e-05,6.27e-05,6.27e-05,6.27e-05,6.27e-05,6.27e-05,6.27e-05,6.27e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,7.26e-05,7.26e-05,8.252e-05,7.26e-05,7.26e-05,7.26e-05,7.26e-05,7.26e-05,7.26e-05,7.26e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14e-05,3.14e-05,3.14e-05,3.14e-05,3.14e-05,5.53e-06,5.53e-06,8.25e-05,8.25e-05,9.49e-05,8.25e-05,8.25e-05,8.25e-05,8.25e-05,8.25e-05,8.25e-05,8.25e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09514862800000001,0.09514862800000001,0.0009255719999999999,0.0009255719999999999,0.0009255719999999999,0.0009255719999999999,0.000961423,0.000961423
6,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044078399999999995,0.00044078399999999995,0.00044078399999999995,0.00044078399999999995,0.00044078399999999995,5.47e-06,5.47e-06,0.0005004434000000001,0.0005004434000000001,0.0008869468,0.0005004434000000001,0.0005004434000000001,0.0005004434000000001,0.0005004434000000001,0.0005004434000000001,0.0005004434000000001,0.0005004434000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09042679660000001,0.09042679660000001,0.002583582,0.002583582,0.002583582,0.002583582,0.003714041,0.003714041
7,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008501679999999999,0.0008501679999999999,0.0008501679999999999,0.0008501679999999999,0.0008501679999999999,5.41e-06,5.41e-06,0.0009183868,0.0009183868,0.0016789936,0.0009183868,0.0009183868,0.0009183868,0.0009183868,0.0009183868,0.0009183868,0.0009183868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08570496520000001,0.08570496520000001,0.004241592000000001,0.004241592000000001,0.004241592000000001,0.004241592000000001,0.0064666590000000005,0.0064666590000000005
8,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012595519999999997,0.0012595519999999997,0.0012595519999999997,0.0012595519999999997,0.0012595519999999997,5.3500000000000004e-06,5.3500000000000004e-06,0.0013363302000000002,0.0013363302000000002,0.0024710404,0.0013363302000000002,0.0013363302000000002,0.0013363302000000002,0.0013363302000000002,0.0013363302000000002,0.0013363302000000002,0.0013363302000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0809831338,0.0809831338,0.005899602,0.005899602,0.005899602,0.005899602,0.009219277,0.009219277
