,year,23179,23302,23425,23548,23671,52629,53694,68917,69340,69763,80388,80848,81308,81768,82228,86368,86828,87288,87748,88208,89128,90048,90508
0,2000,,,,,,,,,,,,,,,,,,,,,,,
1,2001,,,,,,,,,,,,,,,,,,,,,,,
2,2002,,,,,,,,,,,,,,,,,,,,,,,
3,2003,,,,,,,,,,,,,,,,,,,,,,,
4,2004,,,,,,,,,,,,,,,,,,,,,,,
5,2005,0.0,0.0,0.0,0.0,0.0,105.17045,105.17045,0.0,0.0,0.0,256.1992,256.1992,259.7262,259.7262,256.20799999999997,256.2143,256.2143,256.2143,256.2143,256.2143,256.2143,256.2143,256.2143
6,2006,0.0,0.0,0.0,0.0,0.0,120.73953,120.73953,0.0,0.0,0.0,231.042,231.04378000000003,234.05878,234.05878,231.51451999999998,233.46774,253.99324,233.4672,233.46813999999998,253.88263999999998,254.13255999999998,233.46813999999998,253.99041999999997
7,2007,0.0,0.0,0.0,0.0,0.0,136.30861,136.30861,0.0,0.0,0.0,205.8848,205.88836,208.39136000000002,208.39136000000002,206.82103999999998,210.72118,251.77218,210.7201,210.72197999999997,251.55097999999998,252.05082,210.72197999999997,251.76654
8,2008,0.0,0.0,0.0,0.0,0.0,151.87769,151.87769,0.0,0.0,0.0,180.7276,180.73294,182.72394,182.72394,182.12756,187.97462,249.55112,187.97299999999998,187.97582,249.21931999999998,249.96908,187.97582,249.54265999999998
9,2009,0.0,0.0,0.0,0.0,0.0,167.44677000000001,167.44677000000001,0.0,0.0,0.0,155.5704,155.57752,157.05652,157.05652,157.43408,165.22806,247.33006,165.2259,165.22966,246.88765999999998,247.88734,165.22966,247.31878
10,2010,0.0,0.0,0.0,0.0,0.0,183.01585,183.01585,0.0,0.0,0.0,130.4132,130.4221,131.3891,131.3891,132.7406,142.4815,245.109,142.4788,142.4835,244.55599999999998,245.8056,142.4835,245.0949
11,2011,0.0,0.0,0.0,0.0,0.0,216.80731,216.40163,0.0,0.0,0.0,125.80492,124.96316,131.47230000000002,132.9907,127.0824,167.62954000000002,231.69876,167.2365,157.63353999999998,244.79824,226.71532,139.98512,226.13618
12,2012,0.0,0.0,0.0,0.0,0.0,250.59877,249.78741,0.0,0.0,0.0,121.19663999999999,119.50422,131.55550000000002,134.5923,121.4242,192.77758,218.28852,191.99419999999998,172.78358,245.04048,207.62504,137.48674,207.17746
13,2013,0.0,0.0,0.0,0.0,0.0,284.39023,283.17319,0.0,0.0,0.0,116.58836,114.04527999999999,131.6387,136.1939,115.766,217.92562,204.87828,216.75189999999998,187.93362,245.28271999999998,188.53476,134.98836,188.21874
14,2014,0.0,0.0,0.0,0.0,0.0,318.18169,316.55897,0.0,0.0,0.0,111.98007999999999,108.58633999999999,131.7219,137.7955,110.1078,243.07366000000002,191.46803999999997,241.50959999999998,203.08366,245.52496,169.44448,132.48998,169.26002
15,2015,0.0,0.0,0.0,0.0,0.0,351.97315,349.94475,0.0,0.0,0.0,107.3718,103.1274,131.8051,139.3971,104.4496,268.2217,178.0578,266.2673,218.2337,245.7672,150.3542,129.9916,150.3013
16,2016,6.477679999999999,6.072699999999999,19.432679999999998,2.30596,2.30596,385.76460999999995,383.33052999999995,0.0,0.0,0.0,106.84161999999999,107.8716,145.68698,155.63308,158.50279999999998,322.6658,184.0238,324.48429999999996,259.59932,297.42668,157.22722,145.36632,165.38764
17,2017,12.955359999999999,12.145399999999999,38.865359999999995,4.61192,4.61192,419.55607,416.71630999999996,0.0,0.0,0.0,106.31143999999999,112.6158,159.56886,171.86906,212.55599999999998,377.1099,189.9898,382.7013,300.96494,349.08616,164.10023999999999,160.74104,180.47398
18,2018,19.43304,18.2181,58.29803999999999,6.917879999999999,6.917879999999999,453.34752999999995,450.10209,0.0,0.0,0.0,105.78126,117.36,173.45074,188.10504,266.6092,431.554,195.9558,440.9183,342.33056,400.74564,170.97325999999998,176.11576,195.56032
19,2019,25.910719999999998,24.290799999999997,77.73071999999999,9.22384,9.22384,487.1389899999999,483.48787,0.0,0.0,0.0,105.25108,122.10419999999999,187.33262,204.34102000000001,320.66239999999993,485.99809999999997,201.9218,499.13530000000003,383.69618,452.40512,177.84628,191.49048,210.64666
20,2020,32.3884,30.3635,97.1634,11.5298,11.5298,520.93045,516.87365,0.0,0.0,0.0,104.7209,126.8484,201.2145,220.577,374.7156,540.4422,207.8878,557.3523,425.0618,504.0646,184.7193,206.8652,225.733
21,2021,77.76452,100.3822,321.22272,20.567259999999997,20.567259999999997,571.4208199999999,566.045475,0.0,0.0,0.0,136.68832,177.92811999999998,235.32504,252.04588,560.9319,706.13108,411.77776000000006,705.00568,610.6213,847.0675200000001,259.70944,272.81488,329.31856
22,2022,123.14063999999999,170.40089999999998,545.28204,29.60472,29.60472,621.9111899999999,615.2173,0.0,0.0,0.0,168.65573999999998,229.00784,269.43557999999996,283.51476,747.1482,871.81996,615.66772,852.6590600000001,796.1808000000001,1190.07044,334.69957999999997,338.76456,432.90412
23,2023,168.51675999999998,240.41959999999997,769.34136,38.642179999999996,38.642179999999996,672.40156,664.3891249999999,0.0,0.0,0.0,200.62315999999998,280.08755999999994,303.54612,314.98364000000004,933.3644999999999,1037.50884,819.5576800000001,1000.3124400000002,981.7402999999999,1533.07336,409.68971999999997,404.71424,536.4896799999999
24,2024,213.89288,310.43829999999997,993.4006800000001,47.67964,47.67964,722.89193,713.56095,0.0,0.0,0.0,232.59058,331.16728,337.65666,346.45252,1119.5808,1203.1977200000001,1023.4476400000001,1147.9658200000001,1167.2998,1876.07628,484.67985999999996,470.6639200000001,640.0752399999999
25,2025,259.269,380.457,1217.46,56.7171,56.7171,773.3823,762.732775,0.0,0.0,0.0,264.558,382.24699999999996,371.7672,377.9214,1305.7971,1368.8866,1227.3376,1295.6192,1352.8593,2219.0792,559.67,536.6136,743.6608
26,2026,341.0328,513.9136,1625.0900000000001,71.20027999999999,71.20027999999999,823.87267,811.9046,0.0,0.0,0.0,352.06252,484.42094,442.80832,452.26574,1709.58696,1607.88362,1657.0979,1477.91122,1648.67182,2686.4410000000003,714.74412,702.9014,902.47208
27,2027,422.7966,647.3702000000001,2032.72,85.68346,85.68346,874.36304,861.076425,0.0,0.0,0.0,439.56704,586.59488,513.84944,526.61008,2113.37682,1846.88064,2086.8581999999997,1660.20324,1944.48434,3153.8028000000004,869.8182400000001,869.1892,1061.28336
28,2028,504.5604000000001,780.8268,2440.35,100.16663999999999,100.16663999999999,924.8534099999999,910.24825,0.0,0.0,0.0,527.07156,688.76882,584.89056,600.95442,2517.1666800000003,2085.87766,2516.6184999999996,1842.49526,2240.29686,3621.1646,1024.89236,1035.477,1220.09464
29,2029,586.3242,914.2834,2847.98,114.64981999999998,114.64981999999998,975.3437799999999,959.420075,0.0,0.0,0.0,614.57608,790.94276,655.93168,675.29876,2920.95654,2324.87468,2946.3787999999995,2024.78728,2536.10938,4088.5264,1179.96648,1201.7648,1378.9059200000002
30,2030,668.0880000000001,1047.74,3255.61,129.13299999999998,129.13299999999998,1025.83415,1008.5919,0.0,0.0,0.0,702.0806,893.1167,726.9728,749.6431,3324.7464,2563.8717,3376.1391,2207.0793,2831.9219,4555.8882,1335.0406,1368.0526,1537.7172
31,2031,769.9464,1226.796,3604.526,143.9868,143.9868,1093.75891,1067.793815,896.2064,490.67539999999997,896.2064,846.06004,1069.91932,832.0455,847.3696199999999,3738.16646,2738.38452,3941.09494,2324.38904,3133.55102,4938.34936,1609.57412,1635.9845599999999,1737.4782
32,2032,871.8048000000001,1405.8519999999999,3953.442,158.8406,158.8406,1161.68367,1126.99573,1792.4128,981.3507999999999,1792.4128,990.0394799999999,1246.72194,937.1182,945.09614,4151.58652,2912.89734,4506.05078,2441.6987799999997,3435.18014,5320.81052,1884.1076400000002,1903.91652,1937.2392
33,2033,973.6632000000001,1584.908,4302.358,173.6944,173.6944,1229.60843,1186.197645,2688.6192,1472.0261999999998,2688.6192,1134.01892,1423.52456,1042.1909,1042.8226599999998,4565.00658,3087.4101600000004,5071.00662,2559.00852,3736.80926,5703.27168,2158.64116,2171.84848,2137.0002
34,2034,1075.5216,1763.964,4651.273999999999,188.5482,188.5482,1297.53319,1245.39956,3584.8256,1962.7015999999999,3584.8256,1277.99836,1600.32718,1147.2636,1140.54918,4978.42664,3261.9229800000003,5635.962460000001,2676.3182599999996,4038.43838,6085.732840000001,2433.17468,2439.78044,2336.7612
35,2035,1177.38,1943.02,5000.19,203.40200000000002,203.40200000000002,1365.45795,1304.601475,4481.032,2453.377,4481.032,1421.9778,1777.1298,1252.3363,1238.2757,5391.8467,3436.4358,6200.9183,2793.6279999999997,4340.0675,6468.194,2707.7082,2707.7124,2536.5222
36,2036,1284.93,2151.478,5240.197999999999,214.22320000000002,214.22320000000002,1433.38271,1363.80339,5048.1474,2819.0937999999996,4646.787,1814.34186,2101.73508,1568.57324,1477.4168,5699.91252,3544.0414400000004,6722.20508,2813.27618,4674.00498,6658.554520000001,3149.29552,3086.35754,2795.16158
37,2037,1392.48,2359.936,5480.205999999999,225.0444,225.0444,1501.3074700000002,1423.0053050000001,5615.2628,3184.8106,4812.542,2206.70592,2426.34036,1884.81018,1716.5579,6007.97834,3651.64708,7243.49186,2832.92436,5007.94246,6848.915040000001,3590.88284,3465.00268,3053.8009599999996
38,2038,1500.0300000000002,2568.3940000000002,5720.214,235.8656,235.8656,1569.23223,1482.20722,6182.3782,3550.5273999999995,4978.297,2599.06998,2750.94564,2201.0471199999997,1955.699,6316.0441599999995,3759.2527200000004,7764.7786399999995,2852.5725399999997,5341.87994,7039.27556,4032.47016,3843.64782,3312.4403399999997
39,2039,1607.5800000000002,2776.852,5960.222,246.6868,246.6868,1637.15699,1541.4091349999999,6749.4936,3916.244199999999,5144.052,2991.43404,3075.5509199999997,2517.28406,2194.8401000000003,6624.10998,3866.85836,8286.065419999999,2872.22072,5675.817419999999,7229.63608,4474.0574799999995,4222.292960000001,3571.0797199999997
40,2040,1715.13,2985.31,6200.23,257.508,257.508,1705.08175,1600.61105,7316.609,4281.960999999999,5309.807,3383.7981,3400.1562,2833.5209999999997,2433.9812,6932.1758,3974.4640000000004,8807.3522,2891.8689,6009.7549,7419.9966,4915.6448,4600.9381,3829.7191
41,2041,1822.728,3209.1,6343.379999999999,264.57099999999997,264.57099999999997,1780.8053400000001,1661.35335,7474.179,4462.151199999999,5229.3171999999995,3828.43856,3783.4443,3231.74648,2807.73816,6989.95926,4049.3311000000003,9106.83604,2836.07962,6278.4074,7508.87794,5405.39026,4919.2219000000005,4054.2573199999997
42,2042,1930.326,3432.89,6486.53,271.63399999999996,271.63399999999996,1856.52893,1722.09565,7631.749,4642.341399999999,5148.8274,4273.07902,4166.7324,3629.97196,3181.49512,7047.74272,4124.198200000001,9406.31988,2780.29034,6547.0599,7597.75928,5895.13572,5237.505700000001,4278.79554
43,2043,2037.924,3656.6800000000003,6629.679999999999,278.697,278.697,1932.25252,1782.83795,7789.319,4822.5316,5068.3376,4717.71948,4550.0205000000005,4028.19744,3555.2520799999998,7105.52618,4199.0653,9705.80372,2724.50106,6815.7124,7686.64062,6384.88118,5555.789500000001,4503.3337599999995
44,2044,2145.522,3880.4700000000003,6772.83,285.76,285.76,2007.97611,1843.58025,7946.889,5002.7218,4987.8478000000005,5162.35994,4933.3086,4426.42292,3929.00904,7163.30964,4273.9324,10005.287559999999,2668.71178,7084.3649,7775.52196,6874.6266399999995,5874.0733,4727.87198
45,2045,2253.12,4104.26,6915.98,292.823,292.823,2083.6997,1904.32255,8104.459,5182.912,4907.358,5607.0004,5316.5967,4824.6484,4302.766,7221.0931,4348.7995,10304.7714,2612.9225,7353.0174,7864.4033,7364.3721,6192.3571,4952.4102
46,2046,2356.374,4331.604,6976.41,296.537,296.537,2159.4232899999997,1965.0648500000002,8015.9216,5215.9928,4822.9914,6094.94632,5588.06818,5232.77822,4724.4739,6993.38666,4468.04012,10348.71546,2574.95262,7510.16302,8006.17024,7645.768459999999,6384.2817000000005,5201.3183
47,2047,2459.6279999999997,4558.948,7036.84,300.251,300.251,2235.1468800000002,2025.80715,7927.3841999999995,5249.0736,4738.6248,6582.89224,5859.53966,5640.90804,5146.1818,6765.68022,4587.28074,10392.65952,2536.98274,7667.30864,8147.937180000001,7927.16482,6576.2063,5450.2264000000005
48,2048,2562.8819999999996,4786.2919999999995,7097.2699999999995,303.965,303.965,2310.87047,2086.54945,7838.8468,5282.1544,4654.2582,7070.838159999999,6131.0111400000005,6049.03786,5567.8897,6537.97378,4706.52136,10436.60358,2499.0128600000003,7824.4542599999995,8289.70412,8208.56118,6768.1309,5699.1345
49,2049,2666.136,5013.6359999999995,7157.7,307.679,307.679,2386.59406,2147.2917500000003,7750.3094,5315.2352,4569.8916,7558.784079999999,6402.48262,6457.16768,5989.5976,6310.26734,4825.76198,10480.54764,2461.04298,7981.59988,8431.471060000002,8489.95754,6960.0554999999995,5948.042600000001
50,2050,2769.39,5240.98,7218.13,311.393,311.393,2462.31765,2208.03405,7661.772,5348.316,4485.525,8046.73,6673.9541,6865.2975,6411.3055,6082.5609,4945.0026,10524.4917,2423.0731,8138.7455,8573.238000000001,8771.3539,7151.9801,6196.9507
51,2051,2847.9519999999998,5422.964,7210.542,312.2362,312.2362,2532.935195,2269.8335500000003,7589.7036,5384.34,4393.7028,8419.91984,6719.30024,7151.18178,6698.84126,5795.96892,5065.35798,10402.4064,2456.01092,8256.89496,8731.78698,8812.29896,7204.84506,6447.89174
52,2052,2926.5139999999997,5604.947999999999,7202.954,313.0794,313.0794,2603.55274,2331.6330500000004,7517.6352,5420.364,4301.8805999999995,8793.10968,6764.64638,7437.06606,6986.37702,5509.37694,5185.71336,10280.3211,2488.9487400000003,8375.04442,8890.33596,8853.24402,7257.7100199999995,6698.83278
53,2053,3005.076,5786.932,7195.366,313.9226,313.9226,2674.170285,2393.43255,7445.5668000000005,5456.388,4210.0584,9166.29952,6809.99252,7722.950339999999,7273.912780000001,5222.78496,5306.06874,10158.2358,2521.88656,8493.19388,9048.884940000002,8894.18908,7310.57498,6949.77382
54,2054,3083.638,5968.915999999999,7187.777999999999,314.7658,314.7658,2744.78783,2455.23205,7373.4984,5492.411999999999,4118.2362,9539.48936,6855.33866,8008.83462,7561.44854,4936.19298,5426.42412,10036.1505,2554.82438,8611.34334,9207.433920000001,8935.13414,7363.43994,7200.71486
55,2055,3162.2,6150.9,7180.19,315.60900000000004,315.60900000000004,2815.4053750000003,2517.03155,7301.43,5528.436,4026.414,9912.6792,6900.6848,8294.7189,7848.9843,4649.601,5546.7795,9914.0652,2587.7622,8729.4928,9365.9829,8976.0792,7416.3049,7451.6559
56,2056,3200.294,6248.777999999999,7118.831999999999,314.08180000000004,314.08180000000004,2886.0229200000003,2578.8310500000002,7217.0526,5549.4385999999995,3943.2430000000004,9877.7991,6851.38734,8323.70594,7896.52726,4424.25388,5619.41922,9723.72108,2658.32998,8738.25328,9409.40552,8902.60236,7407.56688,7567.41598
57,2057,3238.388,6346.656,7057.473999999999,312.55460000000005,312.55460000000005,2956.640465,2640.6305500000003,7132.675200000001,5570.4412,3860.072,9842.919,6802.08988,8352.69298,7944.07022,4198.90676,5692.05894,9533.37696,2728.89776,8747.01376,9452.82814,8829.12552,7398.8288600000005,7683.17606
58,2058,3276.482,6444.534,6996.116,311.0274,311.0274,3027.25801,2702.43005,7048.2978,5591.4438,3776.9010000000003,9808.038900000001,6752.79242,8381.68002,7991.61318,3973.55964,5764.69866,9343.03284,2799.46554,8755.77424,9496.25076,8755.64868,7390.09084,7798.93614
59,2059,3314.576,6542.412,6934.758,309.5002,309.5002,3097.875555,2764.22955,6963.920400000001,5612.446400000001,3693.73,9773.158800000001,6703.49496,8410.66706,8039.15614,3748.21252,5837.33838,9152.68872,2870.03332,8764.53472,9539.67338,8682.171839999999,7381.35282,7914.69622
