Year,Emissions
2000.151841,41.96242644
2001.933379,42.2759167
2004.399615,42.48755093
2007.414035,42.8035876
2010.701722,42.810378
2014.673636,42.50877094
2017.685463,41.68882979
2019.873482,40.04102535
2021.920741,36.74060661
2029.558765,22.19528067
2033.519126,16.83340878
2037.619068,12.60779765
2042.678861,8.797249887
2047.740069,5.606326392
2054.034395,2.521220009
2061.014364,-0.252659574
2067.448742,-1.994963785
2076.075383,-3.526199638
2085.250679,-4.746491625
2099.494492,-5.956315075
